-1 RhoA RhouA RhoEA
80 0.0325318755634089 0.022933667724592672 0.09131444882592175
81 0.03241275392061864 0.022675760906186216 0.09070896832139691
82 0.032294422065147155 0.022431086295109707 0.09011428576320502
83 0.03217488242859106 0.022188143307678296 0.08952501822411854
84 0.032054963439820325 0.021956595086717257 0.08894258717078145
85 0.03193270302491067 0.021727162666680105 0.08836196622045567
86 0.03180872456955018 0.02150752681519918 0.08778396346527077
87 0.03168107929918147 0.021290183834232233 0.08720375203836771
88 0.03155019591730924 0.021081225761076107 0.08662165949627883
89 0.031414125834476635 0.020874559249497743 0.08603294296168298
90 0.031273115387697524 0.020675003858360293 0.08543756478910809
91 0.03112521259096924 0.020477578107756838 0.08483078658892855
92 0.03097049693836559 0.020286083017638935 0.08421230337041702
93 0.030807020255232954 0.02009640601130558 0.08357733540143829
94 0.030634717090196408 0.019911534342298948 0.08292539549843907
95 0.030451665204378593 0.019728029331504863 0.08225165912009595
96 0.030257689631334142 0.01954823110198148 0.08155554855725144
97 0.03005093919376239 0.019369222221070518 0.0808322588543298
98 0.02983118911389445 0.019192832585558775 0.0800812560224287
99 0.029596736637957484 0.01901655069459691 0.07929792226100404
100 0.02934740004657223 0.018841809293551153 0.07848198198785358
101 0.02908173717710617 0.018666420084255567 0.07762929499972737
102 0.028799732978293694 0.018491512757566102 0.07674014728123835
103 0.02850033950905911 0.01831516843925178 0.0758112599884708
104 0.02818384145949502 0.018138294427712896 0.0748438213111631
105 0.027849707773083165 0.01795921411483049 0.07383579599938954
106 0.027498627399764417 0.017778685353684313 0.07278954365027643
107 0.02713065521524853 0.01759526970391645 0.07170451808118875
108 0.026746920176878127 0.017409643032258067 0.07058432572390343
109 0.026348044770131668 0.017220615218109175 0.06942990522881795
110 0.025935543048445267 0.017028837502435897 0.06824592347340547
111 0.025510493330453212 0.01683337779920675 0.0670345235253224
112 0.02507465935245435 0.016634900545081932 0.06580101679378392
113 0.02462939742438767 0.01643272611344137 0.06454827450432946
114 0.02417654428428159 0.016227543525806815 0.06328172916402267
115 0.02371753920702872 0.01601889793908277 0.06200445511437273
116 0.023254123924146972 0.015807490003454855 0.060721525507684865
117 0.022787656509455207 0.015593044503559148 0.059435785061520224
118 0.022319663050291268 0.015376247128323143 0.05815161984386562
119 0.021851315569081993 0.015156951521520858 0.05687138249896488
120 0.02138386610258515 0.01493580127179949 0.05559863108811274
121 0.02091825836442894 0.014712734035541946 0.05433513639646584
122 0.020455466575824137 0.014488332644796263 0.05308364287384354
123 0.01999621154503152 0.014262585946120081 0.05184537446926902
124 0.01954122096664848 0.014036008477027056 0.05062236967915288
125 0.01909102456129244 0.013808619700752837 0.0494154039675172
126 0.018646149455802757 0.013580867299260132 0.04822595130176609
127 0.018206974331418643 0.01335278985969099 0.047054451098292316
128 0.017773871793151444 0.013124774707923467 0.04590194811958359
129 0.01734710656483337 0.012896873330406643 0.04476864414662911
130 0.01692693545845102 0.012669420813761633 0.043655265423267975
131 0.016513538711480074 0.01244247770885008 0.04256185051235092
132 0.016107086809279567 0.01221633450511662 0.04148888974073613
133 0.01570769695569625 0.011991057788766295 0.040436309805471506
134 0.01531547453460497 0.011766899780291173 0.03940442380404581
135 0.014930488672184637 0.011543930284537427 0.03839308021474204
136 0.014552794669860489 0.011322368211081792 0.037402456050142446
137 0.014182423965196535 0.011102283919466872 0.03643234333608641
138 0.013819392552483314 0.010883866875953326 0.035482812352670826
139 0.013463701623752137 0.010667185608528067 0.03455361314719812
140 0.013115335880650905 0.01045240325243106 0.033644731026032895
141 0.012774271889451988 0.010239584518454234 0.032755884278152216
142 0.012440469288421102 0.010028868834814202 0.0318869901030698
143 0.012113884500713806 0.009820315567197672 0.031037742780790283
144 0.01179445713249087 0.009614042745753783 0.030208004984830172
145 0.011482127193182248 0.009410103313191188 0.02939745321906255
146 0.011176818426953858 0.009208595992546392 0.02860590684563112
147 0.010878457609369094 0.009009566626370364 0.027833029788846716
148 0.010586956125001571 0.00881309655165973 0.027078607482718838
149 0.010302230254317223 0.008619224166672499 0.026342295671428154
150 0.010024181975472167 0.008428015195314621 0.025623853747521616
151 0.009752719434754632 0.008239500510563769 0.024922933006587992
152 0.009487737689468853 0.008053731857995006 0.02423927342454059
153 0.009229138778682516 0.007870732703928665 0.023572524996183026
154 0.008976812920489808 0.0076905423181315635 0.02292241382703172
155 0.008730657775965997 0.007513177024732002 0.022288591242331023
156 0.008490560455875264 0.007338664993488537 0.02167077409826154
157 0.008256415707819332 0.007167015773076536 0.021068617225516784
158 0.008028108965325376 0.006998247688635488 0.02048183205954021
159 0.007805533293386882 0.006832363948096036 0.019910078711573492
160 0.007588573619519351 0.00666937417419689 0.019353066348371903
161 0.007377122352451685 0.006509275710325714 0.018810461789319072
162 0.007171064864325945 0.006352070513771471 0.018281974509117012
163 0.006970293756368534 0.006197750560991667 0.017767279163447107
164 0.006774695609226423 0.006046311083690689 0.017266087624012515
165 0.006584163912328151 0.005897739195388591 0.016778083254882562
166 0.006398587061566678 0.005752024253147798 0.016302982002121623
167 0.006217859999212878 0.005609149006862939 0.015840476592829972
168 0.0060418734116837606 0.005469097708816857 0.015390288378303071
169 0.0058705241471623355 0.0053318492319146425 0.014952119919857345
170 0.005703705548480848 0.005197383419827484 0.014525699014210528
171 0.005541316728303692 0.005065675736770235 0.01411073837425917
172 0.005383253961215511 0.0049367022470889945 0.013706973039237196
173 0.005229418903270791 0.004810435452388289 0.013314126062818569
174 0.0050797109615322205 0.0046868482062958254 0.0129319403211966
175 0.004934034547478692 0.004565910469123885 0.012560149291915318
176 0.004792292340194784 0.004447592397290409 0.012198504114208707
177 0.004654391662679682 0.0043318618048386465 0.01184674868535562
178 0.00452023855564627 0.004218686614372418 0.011504642694344014
179 0.004389743363091017 0.004108032861615648 0.011171940382906982
180 0.004262815536379091 0.003999866653088973 0.010848410161605154
181 0.0041393685112565285 0.003894152586860253 0.010533816483830576
182 0.004019315165942887 0.003790855329381916 0.010227936559266093
183 0.003902572066628344 0.0036899383546477307 0.009930544874177745
184 0.0037890555081783344 0.0035913652268719097 0.009641427437979869
185 0.0036786851994663294 0.00349509858299867 0.00936036855474903
186 0.003571380820660243 0.0034011011878010214 0.00908716297186309
187 0.003467065213813644 0.003309335102403151 0.008821604568004885
188 0.0033656613962544523 0.003219762562737912 0.008563496716578965
189 0.003267095315911443 0.003132345290483929 0.008312642606349365
190 0.0031712932658845188 0.003047045233712119 0.00806885408485035
191 0.003078184258185974 0.002963823987245044 0.007831943370771715
192 0.0029876977899582925 0.0028826434249956037 0.007601730602450643
193 0.0028997658837827283 0.002803465204896947 0.007378036737443777
194 0.0028143211611587923 0.002726251315300919 0.007160689997266549
195 0.002731298592326653 0.002650963645824929 0.00694951978028458
196 0.0026506338374480878 0.0025775644647466336 0.006744362165194988
197 0.0025722647440614365 0.002506016041828978 0.0065450546893548855
198 0.002496129920883631 0.0024362810695152024 0.006351441049198876
199 0.0024221700165816813 0.00236832232736072 0.0061633666181509965
200 0.0023503264952149695 0.00230210305671909 0.005980682461579469
201 0.002280542725982801 0.0022375866590651147 0.005803241487106589
202 0.002212762933047644 0.0021747370315555186 0.005630901874253829
203 0.0021469331222732234 0.002113518293496211 0.005463523765789869
204 0.002083000181547955 0.0020538950884258366 0.0053009721974108595
205 0.0020209126672500106 0.0019958323344513836 0.005143114252223491
206 0.0019606200342083832 0.0019392954972196098 0.004989821563206534
207 0.0019020733017086628 0.0018842503609073785 0.004840967864366288
208 0.0018452243949316361 0.001830663275512015 0.00469643112803252
209 0.001790026707720238 0.0017785009460546738 0.004556091455938964
210 0.0017364345397111705 0.0017277306569327237 0.004419832904309081
211 0.0016844035707988063 0.0016783200774486502 0.004287541666392057
212 0.0016338903802902032 0.0016302374654644112 0.004159107630549289
213 0.0015848528459803805 0.0015834514877675991 0.004034422812816779
214 0.001537249733510326 0.0015379314048982141 0.003913382686618466
215 0.0014910410311981407 0.0014936469051462166 0.0037958848299235173
216 0.0014461875994148444 0.0014505682721530672 0.0036818300595948877
217 0.001402651450763043 0.0014086662315239875 0.0035711212628270453
218 0.0013603954506964467 0.0013679121026207665 0.0034636643643479862
219 0.0013193835512962445 0.0013282776568993016 0.003359367316195295
220 0.0012795805356011147 0.0012897352551616008 0.003258140921894359
221 0.0012409522120457202 0.0012522577168364918 0.0031598979623624355
222 0.0012034651960490387 0.001215818443834301 0.0030645538976992997
223 0.0011670870711635148 0.0011803913000581069 0.002972026110183341
224 0.0011317862023913223 0.0011459507229181721 0.0028822345013486753
225 0.0010975318692199839 0.001112471612405811 0.0027951008357420845
226 0.0010642941059358433 0.0010799294312597936 0.0027105492484169754
227 0.0010320438109617735 0.001048300102962498 0.002628505675456162
228 0.0010007526101300105 0.001017560101488099 0.0025488982848277868
229 0.0009703929460844347 0.0009876863576201145 0.0024716569816720466
230 0.0009409379610689357 0.0009586563391444722 0.0023967137736022434
231 0.0009123615695929421 0.0009304479649180101 0.002324002340452037
232 0.0008846383578049509 0.0009030396763200847 0.002253458343524307
233 0.0008577436421369644 0.0008764103585206194 0.0021850190509425903
234 0.0008316533827707851 0.0008505394039575579 0.002118623598993152
235 0.0008063442305619047 0.0008254066402770252 0.002054212665468898
236 0.000781793452480284 0.000800992386554505 0.0019917286900823176
237 0.0007579789687674134 0.0007772773874081616 0.0019311155892693915
238 0.0007348792885471965 0.0007542428626291447 0.0018723189416465454
239 0.0007124735388653472 0.0007318704469959343 0.001815285738654072
240 0.0006907414089464861 0.0007101422339378772 0.0017599645401766538
241 0.0006696631725040717 0.0006890407205969907 0.0017063052561984212
242 0.0006492196393544368 0.0006685488461090157 0.0016542592769704313
243 0.000629392172162694 0.0006486499414859257 0.0016037792815186028
244 0.0006101626443212379 0.0006293277630483199 0.0015548193461171463
245 0.0005915134521186802 0.0006105664467369615 0.001507334776070737
246 0.0005734274779536743 0.0005923505371851324 0.0014612821957100852
247 0.0005558880987534796 0.0005746649460864571 0.0014166194003712462
248 0.000538879153738585 0.0005574949773672096 0.0013733054306645372
249 0.0005223849497863836 0.0005408262892605169 0.0013313004419982432
250 0.0005063902330799525 0.0005246449159936425 0.0012905657654831073
251 0.0004908801919976259 0.000508937233246259 0.0012510637927037264
252 0.0004758404320865395 0.0004936899767379361 0.001212758025291141
253 0.0004612569769594535 0.0004788902107653249 0.0011756129729557317
254 0.00044711624611887995 0.0004645253440403703 0.0011395941934644808
255 0.0004334050542650896 0.0004505831010323629 0.0011046682022304865
256 0.0004201105915700653 0.0004370515353669976 0.001070802504170238
257 0.00040722042173085545 0.000423919003722651 0.0010379655133821643
258 0.00039472246435133594 0.0004111741770765988 0.0010061265781495714
259 0.00038260499202143417 0.0003988060169172272 0.0009752559094316506
260 0.00037085661452027427 0.0003868037846011787 0.0009453246000997458
261 0.00035946627514700323 0.00037515701966522825 0.0009163045611361919
262 0.00034842323650334284 0.00036385554752368666 0.0008881685360290318
263 0.00033771707626701627 0.0003528894596913946 0.0008608900437289632
264 0.00032733767434352083 0.00034224912002253714 0.0008344433889878438
265 0.00031727520823960584 0.00033192514667009084 0.000808803611247594
266 0.0003075201414088955 0.00032190841705486225 0.0007839464916060135
267 0.000298063218352586 0.00031219005139467633 0.000759848506909925
268 0.00028889545400742243 0.0003027614165743926 0.000736486833924308
269 0.0002800081286785462 0.0002936141110956948 0.0007138393080164178
270 0.00027139277834478003 0.00028473996799564214 0.0006918844250098371
271 0.00026304118950248157 0.0002761310410862651 0.0006706013039187093
272 0.00025494539028327577 0.00026777960705271474 0.0006499696869119173
273 0.0002470976452762491 0.00025967815285967685 0.0006299699056175546
274 0.0002394904473624851 0.00025181937714919 0.0006105828795549677
275 0.0002321165125712791 0.000244196178701636 0.0005917900856020602
276 0.00022496877255197742 0.00023680165723928093 0.000573573555189967
277 0.0002180403695050887 0.00022962910284209117 0.0005559158465818422
278 0.0002113246492251266 0.0002226719962463939 0.0005388000410816188
279 0.00020481515613646374 0.00021592399912898338 0.0005222097178137062
280 0.00019850562685068038 0.00020937895397911857 0.0005061289491560896
281 0.00019238998533218228 0.00020303087517236908 0.0004905422777545959
282 0.00018646233691687258 0.00019687394848368279 0.0004754347113595787
283 0.00018071696362848016 0.00019090252288097198 0.0004607917018327269
284 0.00017514831861412098 0.00018511110973943017 0.00044659913954295477
285 0.00016975102162251044 0.00017949437528875852 0.00043284333415557406
286 0.0001645198538206689 0.00017404713958448002 0.0004195110087136046
287 0.00015944975344259633 0.0001687643695486587 0.00040658928202895765
288 0.00015453581095148806 0.00016364117774277326 0.0003940656625488616
289 0.0001497732648667793 0.00015867281595282254 0.00038192803219444727
290 0.00014515749724172285 0.00015385467380304727 0.00037016464009846005
291 0.0001406840296707684 0.00014918227283429732 0.0003587640877448764
292 0.00013634851905773774 0.00014465126499723505 0.00034771532265628224
293 0.00013214675380306942 0.00014025742717986445 0.00033700762470425
294 0.00012807464984008996 0.00013599665960906265 0.00032663059980965687
295 0.00012412824700132493 0.0001318649807895367 0.00031657416731154463
296 0.00012030370530139182 0.00012785852584068397 0.00030682855372635197
297 0.00011659730147953175 0.0001239735418084029 0.00029738428107975077
298 0.00011300542551291407 0.00012020638596072792 0.00028823216076365453
299 0.00010952457732976188 0.00011655352144386688 0.0002793632827413955
300 0.00010615136353608095 0.00011301151555125755 0.0002707690095365024
301 0.00010288249429678995 0.00010957703569461451 0.00026244096623008077
302 9.971478025971635e-05 0.00010624684766904993 0.00025437103460802004
303 9.664512960048646e-05 0.00010301781190362803 0.0002465513438788802
304 9.36705451294946e-05 9.988688174237066e-05 0.00023897426500146454
305 9.078812149364957e-05 9.685109995094667e-05 0.00023163240205785316
306 8.799504245793107e-05 9.390759701831259e-05 0.0002245185867728063
307 8.52885782546142e-05 9.105358790701478e-05 0.00021762587049517057
308 8.266608302851225e-05 8.828637037735364e-05 0.00021094751890918758
309 8.012499233004605e-05 8.560332196501177e-05 0.00020447700457664494
310 7.766282071123944e-05 8.300189833667687e-05 0.00019820800184862454
311 7.527715935647881e-05 8.047963047556315e-05 0.00019213437992195715
312 7.296567382198285e-05 7.803412307255705e-05 0.0001862501979528536
313 7.072610179668837e-05 7.566305190572256e-05 0.00018054969859048034
314 6.855625097493837e-05 7.336416227612784e-05 0.00017502730328949634
315 6.645399694363165e-05 7.11352665581467e-05 0.00016967760628168737
316 6.441728117906869e-05 6.897424268875124e-05 0.0001644953700960645
317 6.24441090534134e-05 6.687903187627982e-05 0.00015947551992456668
318 6.053254794877941e-05 6.484763714120884e-05 0.0001546131393467533
319 5.8680725377290766e-05 6.287812117711143e-05 0.0001499034650681707
320 5.6886827204622045e-05 6.096860494163259e-05 0.00014534188283659403
321 5.514909587751497e-05 5.911726565780813e-05 0.00014092392252631645
322 5.34658287503318e-05 5.732233545606445e-05 0.00013664525424217266
323 5.183537641420321e-05 5.55820995106528e-05 0.00013250168372059567
324 5.025614112067908e-05 5.389489473172576e-05 0.00012848914861971625
325 4.872657520553909e-05 5.225910801878664e-05 0.00012460371420699182
326 4.7245179604245876e-05 5.0673175014672494e-05 0.00012084156983323345
327 4.581050236489884e-05 4.9135578465496806e-05 0.00011719902488032828
328 4.442113724952623e-05 4.7644847029169237e-05 0.00011367250540919422
329 4.3075722330591415e-05 4.619955374020132e-05 0.00011025855035375706
330 4.177293867308691e-05 4.479831487298939e-05 0.00010695380832943096
331 4.0511509008380996e-05 4.3439788498638075e-05 0.0001037550340494725
332 3.92901964909832e-05 4.212267340655949e-05 0.00010065908528918171
333 3.810780344755107e-05 4.0845707749920186e-05 9.766291950934918e-05
334 3.696317020089904e-05 3.9607668012422486e-05 9.476359095736377e-05
335 3.585517388798348e-05 3.8407367747893125e-05 9.195824748405154e-05
336 3.478272734824041e-05 3.724365659222657e-05 8.924412777533045e-05
337 3.374477800489061e-05 3.611541907904015e-05 8.6618558337656e-05
338 3.274030681130931e-05 3.502157370356712e-05 8.407895085469635e-05
339 3.176832719235669e-05 3.39610718137864e-05 8.162279932368759e-05
340 3.082788404400193e-05 3.29328967178296e-05 7.924767752792788e-05
341 2.9918052727413487e-05 3.193606263961656e-05 7.695123630632893e-05
342 2.9037938119439614e-05 3.0969613884926374e-05 7.473120113070909e-05
343 2.81866736541376e-05 3.00326238484685e-05 7.258536949715634e-05
344 2.7363420418884712e-05 2.9124194228840166e-05 7.0511608594869e-05
345 2.6567366239346855e-05 2.824345409677971e-05 6.850785280904163e-05
346 2.5797724815689978e-05 2.7389559149008986e-05 6.657210146761938e-05
347 2.505373484756551e-05 2.6561690837761307e-05 6.470241644667809e-05
348 2.4334659205745137e-05 2.5759055657406518e-05 6.289691998174618e-05
349 2.363978409273277e-05 2.4980884336426294e-05 6.115379237565755e-05
350 2.296841824532212e-05 2.422643115243474e-05 5.9471269859796395e-05
351 2.231989212856269e-05 2.3494973181530532e-05 5.784764238925662e-05
352 2.1693557163986345e-05 2.278580964874637e-05 5.6281251565287975e-05
353 2.1088784953348393e-05 2.209826121930187e-05 5.477048850269231e-05
354 2.0504966530943316e-05 2.1431669389852178e-05 5.33137918109256e-05
355 1.9941511613094054e-05 2.0785395819505558e-05 5.190964553211779e-05
356 1.9397847872788445e-05 2.0158821756953367e-05 5.055657718710867e-05
357 1.8873420212581007e-05 1.9551347411574453e-05 4.925315577850727e-05
358 1.8367690060494517e-05 1.896239141232894e-05 4.799798990995232e-05
359 1.788013466395026e-05 1.8391390215760197e-05 4.678972586174432e-05
360 1.741024640971612e-05 1.783779760075605e-05 4.5627045789425056e-05
361 1.6957532136793973e-05 1.7301084103937054e-05 4.450866588504574e-05
362 1.6521512480822034e-05 1.678073655249296e-05 4.34333346674289e-05
363 1.610172121023794e-05 1.6276257526316317e-05 4.2399831245539745e-05
364 1.569770459585897e-05 1.578716491946075e-05 4.140696371362646e-05
365 1.530902077508946e-05 1.5312991439969305e-05 4.045356754337847e-05
366 1.4935239148275607e-05 1.4853284190016207e-05 3.953850410026953e-05
367 1.4575939779268332e-05 1.440760419734357e-05 3.866065918541999e-05
368 1.423071282266728e-05 1.3975526020942954e-05 3.781894169745042e-05
369 1.3899157966060238e-05 1.3556637316389072e-05 3.70122823511469e-05
370 1.3580883898257764e-05 1.315053845033994e-05 3.623963250336655e-05
371 1.3275507798004933e-05 1.2756842105417397e-05 3.54999630681855e-05
372 1.2982654851757793e-05 1.2375172911935563e-05 3.479226353529568e-05
373 1.2701957799787674e-05 1.200516708018637e-05 3.4115541096470386e-05
374 1.2433056508909722e-05 1.1646472042523039e-05 3.346881986904572e-05
375 1.217559758422601e-05 1.1298746125728182e-05 3.2851140248342305e-05
376 1.192923400679015e-05 1.0961658198252583e-05 3.2261558349274776e-05
377 1.1693624816739986e-05 1.0634887371721485e-05 3.169914558075946e-05
378 1.1468434822859423e-05 1.0318122667164141e-05 3.116298830579312e-05
379 1.1253334361394805e-05 1.0011062728360408e-05 3.065218763150455e-05
380 1.1047999083011438e-05 9.71341551950955e-06 3.0165859279928383e-05
381 1.0852109787987604e-05 9.424898044937664e-06 2.9703133569332678e-05
382 1.0665352293663958e-05 9.145236069239885e-06 2.9263155471918337e-05
383 1.048741734312297e-05 8.874163858061426e-06 2.8845084763575254e-05
384 1.0318000547984925e-05 8.611423905772717e-06 2.8448096231450176e-05
385 1.0156802370746944e-05 8.356766697488731e-06 2.8071379952726822e-05
386 1.0003528132983768e-05 8.109950452788428e-06 2.7714141616888656e-05
387 9.85788806075791e-06 7.87074090094491e-06 2.737560288909556e-05
388 9.719597348415291e-06 7.638911036901935e-06 2.7055001794300322e-05
389 9.588376257129776e-06 7.414240921013723e-06 2.6751593132022716e-05
390 9.463950219410002e-06 7.1965174300986585e-06 2.6464648872529268e-05
391 9.346049972430457e-06 6.985534087537041e-06 2.6193458571806987e-05
392 9.234411691640766e-06 6.7810908226440205e-06 2.5937329747146393e-05
393 9.128777142911336e-06 6.582993799708877e-06 2.5695588251308898e-05
394 9.028893827451343e-06 6.3910552153751665e-06 2.5467578588604492e-05
395 8.934515136428088e-06 6.205093115231456e-06 2.52526642169937e-05
396 8.84540049199453e-06 6.024931204942953e-06 2.5050227776338144e-05
397 8.76131549305951e-06 5.850398697935167e-06 2.4859671300285952e-05
398 8.682032035393158e-06 5.6813301130226255e-06 2.4680416334835572e-05
399 8.607328436295605e-06 5.5175651439849365e-06 2.451190404241382e-05
400 8.536989525227695e-06 5.358948464503588e-06 2.4353595210383038e-05
401 8.470806736828342e-06 5.205329602767672e-06 2.4204970235300444e-05
402 8.408578167334116e-06 5.056562765749567e-06 2.4065529024380154e-05
403 8.350108625374645e-06 4.912506709712043e-06 2.3934790862935892e-05
404 8.295209653861369e-06 4.773024579684191e-06 2.3812294213688506e-05
405 8.243699535655798e-06 4.637983786790146e-06 2.3697596477053002e-05
406 8.195403278313684e-06 4.507255861398212e-06 2.3590273700835324e-05
407 8.150152578335056e-06 4.380716319051487e-06 2.3489920247527972e-05
408 8.107785765787474e-06 4.258244541127486e-06 2.3396148425936602e-05
409 8.068147734876658e-06 4.139723635977742e-06 2.3308588084999536e-05
410 8.031089848569585e-06 4.025040330529982e-06 2.322688618082599e-05
411 7.99646984049278e-06 3.914084837240928e-06 2.3150706318732557e-05
412 7.964151688483023e-06 3.806750741952412e-06 2.3079728270178345e-05
413 7.934005485910548e-06 3.702934892111618e-06 2.3013647474493022e-05
414 7.905907297773261e-06 3.6025372860847102e-06 2.295217453041949e-05
415 7.879739003994215e-06 3.5054609491563977e-06 2.2895034669234623e-05
416 7.855388142237879e-06 3.4116118534145894e-06 2.2841967234503107e-05
417 7.832747731467298e-06 3.3208987784675366e-06 2.2792725141601745e-05
418 7.81171610723631e-06 3.233233251284806e-06 2.2747074358284898e-05
419 7.79219673179181e-06 3.148529392242578e-06 2.2704793361680216e-05
420 7.774098025174633e-06 3.0667038835571753e-06 2.26656726288939e-05
421 7.757333168663372e-06 2.987675805122826e-06 2.2629514105449885e-05
422 7.741819933430265e-06 2.911366595536713e-06 2.2596130709943606e-05
423 7.727480485809102e-06 2.8376999176387886e-06 2.256534582026523e-05
424 7.714241216145175e-06 2.7666016072035377e-06 2.253699280315998e-05
425 7.702032546416234e-06 2.6979995492392006e-06 2.251091452228026e-05
426 7.690788764786864e-06 2.631823628244706e-06 2.248696289203097e-05
427 7.680447838244795e-06 2.568005597416324e-06 2.246499841703253e-05
428 7.670951257038459e-06 2.5064790585236177e-06 2.2444889773463486e-05
429 7.662243851410105e-06 2.4471793179349133e-06 2.2426513376931296e-05
430 7.654273646287321e-06 2.3900433766325445e-06 2.2409752996270617e-05
431 7.64699168877332e-06 2.3350097779507927e-06 2.2394499351773695e-05
432 7.640351910301434e-06 2.282018630926807e-06 2.238064976028098e-05
433 7.634310966327275e-06 2.2310114266868447e-06 2.2368107761814293e-05
434 7.628828107983747e-06 2.1819311133439923e-06 2.2356782801604415e-05
435 7.623865033818223e-06 2.1347218763895808e-06 2.2346589882200038e-05
436 7.6193857693965145e-06 2.0893292213334473e-06 2.233744927324483e-05
437 7.6153565341357345e-06 2.045699813096126e-06 2.2329286202143632e-05
438 7.6117456254813325e-06 2.003781489259229e-06 2.2322030581648556e-05
439 7.608523304131148e-06 1.9635231723103433e-06 2.2315616736569392e-05
